id,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge
2647,NC,101,415, 354-2985, no, no,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11
2650,MN,84,415, 333-6296, no, no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65
2652,FL,108,510, 365-1688, no, no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48
2653,NY,111,415, 382-4872, no, no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62
2654,OK,155,408, 367-6136, no, yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35
2655,ME,66,510, 404-3592, no, no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84
2656,NE,64,510, 415-2949, no, no,0,219.2,73,37.26,167,65,14.2,161.4,119,7.26,10,5,2.7
2657,OH,69,415, 375-8880, no, no,0,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4
2659,DC,101,415, 361-8367, no, no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65
2660,OK,15,415, 408-2002, no, no,0,121.1,130,20.59,216,86,18.36,235.1,33,10.58,16.1,5,4.35
2661,NJ,88,415, 347-8659, no, no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62
2662,IA,197,415, 376-2922, no, no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57
2663,VA,50,415, 382-2182, yes, no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7
2665,NM,188,415, 369-6890, yes, yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89
2667,RI,103,510, 420-6324, yes, no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27
2668,NJ,136,408, 402-7650, no, yes,27,187.7,84,31.91,221,147,18.79,145.7,110,6.56,10,4,2.7
2669,NE,155,408, 391-2702, no, yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32
2670,WV,145,415, 383-3375, no, no,0,129.4,97,22,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3
2671,WY,116,510, 392-2733, no, yes,12,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43
2673,MS,65,415, 383-9306, yes, no,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48
2674,ND,180,415, 369-1929, no, no,0,224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81
2675,IL,67,415, 369-4377, no, no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46
2676,OR,60,415, 366-9430, no, no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54
2677,UT,138,510, 353-7407, no, no,0,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27
2678,IA,44,415, 359-7426, no, no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97
2679,ME,25,510, 332-7391, no, no,0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89
2681,WI,122,510, 338-8784, no, yes,28,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08
2682,SC,121,415, 415-6347, no, no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59
2683,DC,55,510, 354-5058, yes, no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48
2685,OR,12,415, 378-4179, no, no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65
2686,OR,64,510, 407-6391, no, no,0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81
2688,MN,125,415, 390-9735, yes, yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59
2689,OK,160,408, 350-4820, no, no,0,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7
2690,KS,79,415, 383-8807, no, no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1
2691,RI,36,415, 366-8382, no, no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89
2692,DC,102,415, 402-9704, no, no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62
2693,IL,138,408, 405-2209, yes, no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13
2694,UT,164,510, 397-3939, no, no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97
2695,MN,125,415, 343-2689, no, no,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73
2697,MI,74,415, 359-6232, no, no,0,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32
2698,MI,134,415, 369-9772, no, yes,41,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21
2699,MA,145,415, 381-7003, no, no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35
2700,AL,136,510, 352-6732, no, no,0,109.4,91,18.6,207.5,111,17.64,135,107,6.08,11.6,5,3.13
2701,SC,209,510, 388-7540, no, no,0,255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3
2703,VT,152,510, 333-9664, no, yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13
2705,OR,72,510, 345-7900, no, no,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02
2706,HI,101,415, 400-5511, no, no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62
2707,WV,125,415, 381-7597, no, no,0,206,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56
2708,RI,46,408, 404-9775, no, no,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43
2709,MI,132,408, 389-4608, no, no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4
2710,ME,193,415, 403-1742, no, yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16
2715,MD,189,415, 411-1325, no, yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16
2716,NH,97,408, 410-7553, no, yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65
2718,IL,142,415, 334-2800, no, yes,38,163.3,104,27.76,136,114,11.56,249.1,127,11.21,4.3,6,1.16
2719,OK,84,510, 369-1904, no, no,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73
2720,NH,119,415, 359-3833, no, yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10,6,2.7
2721,MI,158,415, 348-5569, no, no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78
2722,ND,50,415, 342-1960, no, no,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59
2725,NJ,182,415, 418-8568, no, no,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57
2726,WV,51,408, 401-4844, no, no,0,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24
2728,PA,92,415, 409-2917, yes, no,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16
2730,WY,122,415, 357-7385, no, no,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35
2733,NC,130,408, 384-4938, yes, no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56
2735,MS,145,510, 405-6398, yes, yes,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3
2737,OK,127,510, 403-1128, no, yes,27,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48
2739,AL,88,415, 352-5393, no, no,0,181.9,90,30.92,151.5,87,12.88,143,100,6.44,7.5,3,2.03
2740,WY,101,510, 395-1229, no, yes,9,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92
2741,HI,171,510, 361-9195, no, no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78
2743,WV,145,408, 346-4919, no, yes,31,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89
2745,CA,33,408, 369-2743, no, no,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92
2746,PA,61,408, 343-1347, no, yes,40,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75
2747,CO,107,415, 336-5495, no, no,0,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62
2748,MD,147,408, 376-4292, no, no,0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67
2749,AL,117,510, 391-8677, no, no,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08
2753,AK,55,408, 365-6756, no, yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19
2754,OH,134,415, 406-4158, no, no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48
2755,IN,96,415, 383-4641, no, yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05
2756,SC,107,415, 368-5165, no, no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89
2757,KS,123,415, 378-2432, no, no,0,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38
2758,OK,35,415, 362-4159, no, no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57
2759,WI,74,408, 363-7979, no, no,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12,3,3.24
2761,IL,137,408, 352-5787, yes, no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83
2762,TN,88,415, 332-3617, no, no,0,181.5,116,30.86,187,119,15.9,220.3,96,9.91,10.5,7,2.84
2765,RI,123,510, 348-8711, no, yes,23,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02
2766,MS,120,415, 421-3226, no, no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89
2767,VA,146,415, 391-4358, yes, no,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84
2768,KY,106,510, 379-2523, no, yes,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21
2770,WI,137,510, 382-1227, no, no,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46
2771,NH,84,408, 409-5749, no, yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54
2772,NE,67,510, 362-7951, no, yes,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56
2775,ME,62,415, 358-1346, yes, yes,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56
2777,IN,130,408, 360-9005, no, yes,30,185,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2
2779,VT,68,415, 396-6390, no, no,0,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78
2780,CA,112,415, 346-5036, no, no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3
2782,SC,109,415, 360-1745, no, no,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43
2783,IN,108,415, 358-2046, no, no,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13
2784,IA,79,415, 344-6935, no, yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46
2787,AR,109,415, 409-6588, no, yes,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9,6,2.43
2788,MS,78,415, 358-5721, no, no,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92
2789,MN,134,415, 414-7446, no, no,0,244.1,99,41.5,246.9,111,20.99,200,133,9,7.2,2,1.94
2790,WA,47,415, 329-9517, no, yes,27,165,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08
2791,MS,59,408, 415-9553, no, yes,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46
2792,ID,151,415, 413-3177, no, no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49
2797,HI,24,415, 329-8788, no, no,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37
2798,NC,169,408, 333-7869, no, no,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10,4,2.7
2799,MN,30,408, 399-4800, no, no,0,54,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75
2800,WV,70,415, 402-2072, no, no,0,214.8,87,36.52,131,114,11.14,216.9,104,9.76,9.4,3,2.54
2801,SD,52,510, 403-6187, yes, no,0,251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97
2803,MS,38,415, 386-2970, no, no,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89
2805,LA,27,408, 348-7556, no, no,0,82.6,105,14.04,204,99,17.34,224.2,122,10.09,9.1,4,2.46
2806,KS,166,415, 334-9163, yes, yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08
2807,MA,13,408, 411-4293, no, no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67
2808,AK,52,408, 375-5562, no, no,0,217,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19
2812,WV,62,415, 351-3169, no, no,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92
2814,ME,52,510, 380-9674, no, no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32
2815,NH,146,510, 345-2319, no, no,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89
2816,RI,120,415, 377-5441, no, yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94
2817,ID,130,415, 358-3692, no, no,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94
2818,WI,90,408, 400-5831, no, no,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08
2819,NM,147,408, 357-5995, yes, no,0,183.8,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73
2820,WY,159,415, 391-2159, no, no,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78
2821,IL,74,510, 398-5954, no, yes,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56
2822,TX,130,408, 385-6175, no, no,0,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54
2823,RI,155,408, 334-2961, yes, no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02
2824,MI,87,415, 405-4303, no, no,0,198.3,80,33.71,187,89,15.9,133.5,96,6.01,16.6,4,4.48
2825,OR,81,415, 406-4100, no, no,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54
2827,SD,131,510, 347-1473, no, no,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75
2828,AL,89,510, 347-2016, no, no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78
2829,MS,123,415, 388-8948, yes, no,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7
2831,HI,99,415, 367-2598, no, no,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84
2833,WV,87,415, 332-3693, no, no,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03
2834,WV,139,415, 403-9766, no, no,0,271.6,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13
2835,IN,189,510, 363-2407, no, no,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16
2837,DE,112,408, 351-8894, no, no,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78
2838,NC,75,408, 406-5003, no, no,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10,14.3,3,3.86
2840,SC,112,415, 363-8033, no, no,0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83
2841,NJ,108,415, 333-1012, no, yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92
2843,RI,121,510, 336-1353, no, yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54
2844,SD,116,415, 365-5629, no, no,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10,6,2.7
2845,NH,161,415, 349-4397, no, no,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11
2846,AL,19,415, 380-3910, yes, no,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22
2848,ID,119,415, 338-9952, yes, yes,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29
2849,MD,125,415, 405-1821, no, no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8,2,2.16
2852,NH,95,510, 409-3018, no, no,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21
2853,MN,90,408, 421-5994, no, no,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24
2855,NH,101,510, 352-5081, no, no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86
2856,MN,95,415, 401-7803, no, no,0,149.2,96,25.36,260.7,116,22.16,201,120,9.05,8.1,2,2.19
2858,NY,160,408, 352-6084, no, no,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51
2859,AL,141,510, 388-8583, no, yes,28,308,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2
2860,WV,87,415, 415-3158, no, no,0,58,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11
2862,CA,75,415, 341-1916, no, yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54
2864,ME,28,415, 402-5014, no, no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62
2865,FL,153,415, 399-8846, no, no,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38
2866,NH,97,408, 328-9267, no, yes,32,90,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32
2867,IN,115,408, 348-7224, no, no,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3
2869,MA,17,415, 376-4705, yes, no,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67
2870,NH,105,415, 381-4076, no, yes,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4
2871,TX,121,415, 348-8464, no, no,0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46
2872,NC,125,408, 412-7020, no, no,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05
2873,CT,124,415, 386-8432, no, no,0,151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48
2875,WY,134,510, 366-1084, no, no,0,296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32
2876,LA,123,510, 352-4182, no, yes,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78
2877,NV,124,415, 368-5628, no, no,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81
2879,AR,185,415, 353-2557, no, yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59
2881,KS,107,415, 354-6942, no, no,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65
2882,NY,91,415, 377-9829, no, yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67
2883,MI,178,408, 348-4660, yes, no,0,124.5,134,21.17,141.2,78,12,268.2,113,12.07,11.4,2,3.08
2886,HI,135,415, 333-4492, no, no,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27
2888,OR,134,415, 359-7255, no, yes,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3
2889,TN,148,415, 419-5501, no, yes,36,77.6,141,13.19,207,60,17.6,255.7,115,11.51,10.9,2,2.94
2892,OR,159,510, 400-1899, no, no,0,114.8,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29
2894,MA,150,408, 398-2148, no, yes,27,209.8,112,35.67,155,80,13.18,251.5,111,11.32,7.2,6,1.94
2895,CT,37,408, 347-7675, no, no,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97
2896,AR,33,415, 411-8956, yes, no,0,164,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73
2897,SD,55,415, 390-3761, no, no,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46
2898,CT,134,408, 377-3876, no, yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48
2899,CT,107,408, 345-2476, no, no,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51
2901,MS,78,408, 361-7283, no, no,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13
2902,MT,85,408, 372-4868, no, yes,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51
2904,DE,97,415, 390-5267, no, yes,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81
2905,OH,136,408, 392-1547, yes, no,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81
2906,MN,135,408, 340-8177, no, no,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03
2907,CA,87,415, 383-4802, no, yes,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0,0,0
2908,OH,165,510, 378-8567, no, no,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46
2910,SC,99,415, 402-9173, no, no,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08
2911,WV,123,415, 352-3440, no, no,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46
2912,NM,127,415, 363-1413, yes, no,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13,3,3.51
2913,WY,151,415, 394-8861, no, no,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16
2916,WY,58,510, 354-2762, no, no,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89
2917,OK,104,415, 371-5811, no, no,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84
2918,UT,44,415, 387-2014, no, no,0,202.6,89,34.44,163,96,13.86,268.1,151,12.06,8.3,3,2.24
2919,MA,58,408, 411-6598, no, no,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0,0,0
2920,UT,108,415, 355-9356, no, no,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54
2923,OH,162,415, 328-8747, no, no,0,135.2,98,22.98,242,107,20.57,246.9,96,11.11,10.2,2,2.75
2925,WA,96,415, 406-2866, no, no,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78
2927,IN,72,510, 391-1499, no, no,0,287.4,116,48.86,235.3,126,20,292.1,114,13.14,5,3,1.35
2928,CO,125,408, 386-8690, no, yes,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75
2929,DC,170,510, 391-2231, no, no,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65
2930,AK,71,510, 332-2275, no, no,0,185,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02
2931,SC,124,415, 340-4028, no, no,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48
2932,KS,68,415, 363-3486, no, no,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94
2934,IL,98,510, 351-3316, yes, no,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57
2935,DC,24,408, 369-3626, no, no,0,149,73,25.33,131,81,11.14,238.6,69,10.74,8.6,3,2.32
2937,OK,44,408, 358-7165, no, no,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57
2938,KY,96,415, 353-3223, no, yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62
2939,NE,31,415, 338-9044, no, no,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7,5,1.89
2941,HI,24,415, 398-4431, no, no,0,156.2,104,26.55,90,101,7.65,205.1,116,9.23,7.3,5,1.97
2942,SC,112,415, 408-5601, no, yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11
2943,GA,117,415, 328-5188, yes, no,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10,3,2.7
2944,KS,137,415, 329-4474, no, yes,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11
2945,PA,136,408, 357-4573, no, no,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65
2947,OR,82,415, 400-3147, no, yes,19,146.5,73,24.91,246.4,65,20.94,199,114,8.96,4.1,4,1.11
2949,KY,56,415, 347-1640, yes, no,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84
2951,OH,133,408, 380-4374, no, no,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19
2953,WY,123,415, 387-1116, no, no,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21
2954,GA,136,415, 400-7509, no, no,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65
2956,WV,62,408, 382-8274, no, no,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78
2957,NM,112,415, 354-5764, no, no,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32
2958,MI,55,415, 387-6912, no, yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97
2960,NY,125,415, 367-3950, no, no,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46
2961,TX,1,415, 396-4254, no, no,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7
2962,KY,98,415, 333-3010, no, yes,36,168,81,28.56,163.2,125,13.87,172.7,120,7.77,8,2,2.16
2963,SD,105,415, 393-1891, no, no,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46
2964,ID,113,415, 336-9053, no, yes,30,183.8,102,31.25,183.4,123,15.59,235,52,10.58,11.6,7,3.13
2967,WV,177,408, 376-9716, no, no,0,227.8,81,38.73,161.8,97,13.75,217,106,9.76,8,5,2.16
